Date,hash_rate,mempool_size,block_size
2013-04-22,,,0.147132352941177
2013-04-24,78.0700680613325,,
2013-04-26,,,0.15767347368421
2013-04-28,74.501150664243,,
2013-04-30,,,0.181493053691275
2013-05-02,72.1289139986682,,
2013-05-04,,,0.15750389375
2013-05-06,81.6459234846036,,
2013-05-08,,,0.156593672727273
2013-05-10,83.649504429011,,
2013-05-12,,,0.182176952380952
2013-05-14,81.7498729685886,,
2013-05-16,,,0.201141567567568
2013-05-18,81.7498729685886,,
2013-05-20,,,0.180973294573643
2013-05-22,92.3161830801749,,
2013-05-24,,,0.159006899408284
2013-05-26,97.2680490550696,,
2013-05-28,,,0.169591158227848
2013-05-30,102.101244039172,,
2013-06-01,,,0.124866441314554
2013-06-03,126.267218959687,,
2013-06-05,,,0.147819679347826
2013-06-07,124.897393540757,,
2013-06-09,,,0.134049471698113
2013-06-11,136.533796665672,,
2013-06-13,,,0.108115327956989
2013-06-15,136.533796665672,,
2013-06-17,,,0.143229255172414
2013-06-19,120.169967894673,,
2013-06-21,,,0.132155886904762
2013-06-23,169.1993147957,,
2013-06-25,,,0.128022566878981
2013-06-27,159.585717364126,,
2013-06-29,,,0.105794769230769
2013-07-01,162.269499322626,,
2013-07-03,,,0.0860745163043478
2013-07-05,187.723538432058,,
2013-07-07,,,0.0761487849462366
2013-07-09,213.177577541489,,
2013-07-11,,,0.115277724137931
2013-07-13,196.385104274522,,
2013-07-15,,,0.104989091463415
2013-07-17,219.795249154928,,
2013-07-19,,,0.0969463742690059
2013-07-21,253.609902871071,,
2013-07-23,,,0.124265120567376
2013-07-25,212.869496544479,,
2013-07-27,,,0.0955777650273224
2013-07-29,257.929462966303,,
2013-07-31,,,0.125116536842105
2013-08-02,295.220469660226,,
2013-08-04,,,0.11338951396648
2013-08-06,351.314048013107,,
2013-08-08,,,0.126478517073171
2013-08-10,369.902092881525,,
2013-08-12,,,0.134153662037037
2013-08-14,388.972530725659,,
2013-08-16,,,0.182542541666667
2013-08-18,497.581743850356,,
2013-08-20,,,0.151469352631579
2013-08-22,525.365496045046,,
2013-08-24,,,0.13121031147541
2013-08-26,532.757874562586,,
2013-08-28,,,0.159938314606742
2013-08-30,634.079924326022,,
2013-09-01,,,0.0951072714932127
2013-09-03,604.663845362444,,
2013-09-05,,,0.142603793296089
2013-09-07,704.398591759124,,
2013-09-09,,,0.123577753694581
2013-09-11,868.614214377815,,
2013-09-13,,,0.100948382352941
2013-09-15,1024.57958056223,,
2013-09-17,,,0.16567817877095
2013-09-19,1091.76512682861,,
2013-09-21,,,0.124464042328042
2013-09-23,1237.33381040575,,
2013-09-25,,,0.117527970873786
2013-09-27,1302.02028851433,,
2013-09-29,,,0.114968147058824
2013-10-01,1449.97713948187,,
2013-10-03,,,0.145292859296482
2013-10-05,1560.94477770752,,
2013-10-07,,,0.14560025
2013-10-09,1721.88761457957,,
2013-10-11,,,0.127686275675676
2013-10-13,2154.71182370886,,
2013-10-15,,,0.100830630769231
2013-10-17,2382.30967540873,,
2013-10-19,,,0.130005206278027
2013-10-21,2675.10751260981,,
2013-10-23,,,0.13482763800905
2013-10-25,3194.15822401171,,
2013-10-27,,,0.116610016759776
2013-10-29,3051.00854399733,,
2013-10-31,,,0.135337587677725
2013-11-02,4216.99907036574,,
2013-11-04,,,0.120132425641026
2013-11-06,4114.54971624979,,
2013-11-08,,,0.229804529850746
2013-11-10,4266.94044648126,,
2013-11-12,,,0.141561646766169
2013-11-14,4292.33890151984,,
2013-11-16,,,0.117453036082474
2013-11-18,4968.79792970165,,
2013-11-20,,,0.23325743902439
2013-11-22,5029.39302640533,,
2013-11-24,,,0.183450523809524
2013-11-26,4968.79792970165,,
2013-11-28,,,0.248631143646409
2013-11-30,5626.47303819572,,
2013-12-02,,,0.231057981132075
2013-12-04,6224.28579850402,,
2013-12-06,,,0.168976884615385
2013-12-08,6294.61671148146,,
2013-12-10,,,0.191762578125
2013-12-12,7495.62480414846,,
2013-12-14,,,0.16670616080402
2013-12-16,8714.79269397984,,
2013-12-18,,,0.204074753768844
2013-12-20,9121.1819905903,,
2013-12-22,,,0.162082520710059
2013-12-24,9744.8657343946,,
2013-12-26,,,0.166255177777778
2013-12-28,9627.45771349828,,
2013-12-30,,,0.175158369942196
2014-01-01,11740.802089632,,
2014-01-03,,,0.196643043478261
2014-01-05,12692.3566721614,,
2014-01-07,,,0.176517604519774
2014-01-09,12762.8697647845,,
2014-01-11,,,0.140351338095238
2014-01-13,18058.6488747028,,
2014-01-15,,,0.162223956521739
2014-01-17,13610.7058021159,,
2014-01-19,,,0.142592378698225
2014-01-21,15300.924169699,,
2014-01-23,,,0.185492423728814
2014-01-25,16903.7992186766,,
2014-01-27,,,0.187405557471264
2014-01-29,17230.9695261348,,
2014-01-31,,,0.167553793478261
2014-02-02,19412.1049091899,,
2014-02-04,,,0.221137540697674
2014-02-06,21761.8906024157,,
2014-02-08,,,0.186857175824176
2014-02-10,19937.5404920335,,
2014-02-12,,,0.250903438202247
2014-02-14,24889.3479344994,,
2014-02-16,,,0.145525533333333
2014-02-18,25980.5116973035,,
2014-02-20,,,0.226498519774011
2014-02-22,25513.79591831,,
2014-02-24,,,0.225952884816754
2014-02-26,28158.5186659398,,
2014-02-28,,,0.236634674033149
2014-03-02,28262.4181718192,,
2014-03-04,,,0.357354906040268
2014-03-06,30728.2667371457,,
2014-03-08,,,0.211094428571429
2014-03-10,31297.3087137595,,
2014-03-12,,,0.239561873626374
2014-03-14,29367.8475506144,,
2014-03-16,,,0.167490450292398
2014-03-18,30635.5244233027,,
2014-03-20,,,0.216654920903955
2014-03-22,37185.1882655261,,
2014-03-24,,,0.21730129787234
2014-03-26,39324.9976022039,,
2014-03-28,,,0.220066586206897
2014-03-30,37084.9660932176,,
2014-04-01,,,0.218021321637427
2014-04-03,51769.6170965723,,
2014-04-05,,,0.192057456140351
2014-04-07,44415.1321567057,,
2014-04-09,,,0.243824236024845
2014-04-11,45327.7718585558,,
2014-04-13,,,0.16234214973262
2014-04-15,59321.5806202576,,
2014-04-17,,,0.223713349112426
2014-04-19,56547.9844196814,,
2014-04-21,,,0.190698409356725
2014-04-23,60711.0262174494,,
2014-04-25,,,0.226678675824176
2014-04-27,57935.6650189374,,
2014-04-29,,,0.228138152941177
2014-05-01,66817.8858733963,,
2014-05-03,,,0.203527063380282
2014-05-05,49715.688893896,,
2014-05-07,,,0.244229037735849
2014-05-09,66022.4348510939,,
2014-05-11,,,0.217980046052632
2014-05-13,74817.9710179175,,
2014-05-15,,,0.247333789473684
2014-05-17,80539.3452722289,,
2014-05-19,,,0.240639095238095
2014-05-21,78338.8167128784,,
2014-05-23,,,0.251024818181818
2014-05-25,78483.2567556605,,
2014-05-27,,,0.296760823529412
2014-05-29,68088.1234105399,,
2014-05-31,,,0.208395544217687
2014-06-02,93036.4434388293,,
2014-06-04,,,0.203397785714286
2014-06-06,86494.3621241971,,
2014-06-08,,,0.228370227941176
2014-06-10,103442.581729614,,
2014-06-12,,,0.230417889534884
2014-06-14,102858.16036391,,
2014-06-16,,,0.216450079787234
2014-06-18,113768.842858603,,
2014-06-20,,,0.178434682795699
2014-06-22,129161.098068884,,
2014-06-24,,,0.202052718085106
2014-06-26,114438.071346006,,
2014-06-28,,,0.178338983516484
2014-06-30,104506.281189491,,
2014-07-02,,,0.291681109489051
2014-07-04,133768.039922549,,
2014-07-06,,,0.23248738028169
2014-07-08,135440.140421581,,
2014-07-10,,,0.253822691275168
2014-07-12,137948.291170128,,
2014-07-14,,,0.263035459259259
2014-07-16,142195.843578748,,
2014-07-18,,,0.224514389534884
2014-07-20,146504.80853568,,
2014-07-22,,,0.27155111971831
2014-07-24,128407.155716566,,
2014-07-26,,,0.228282335820895
2014-07-28,126669.524399822,,
2014-07-30,,,0.230701029069767
2014-08-01,142503.2149498,,
2014-08-03,,,0.198484785714286
2014-08-05,122943.950152769,,
2014-08-07,,,0.24978705625
2014-08-09,169672.521356757,,
2014-08-11,,,0.247431351648352
2014-08-13,153980.265046305,,
2014-08-15,,,0.258699381818182
2014-08-17,161826.393201531,,
2014-08-19,,,0.221730553763441
2014-08-21,199134.596112222,,
2014-08-23,,,0.195526308641975
2014-08-25,158833.546899034,,
2014-08-27,,,0.253810017751479
2014-08-29,196763.946158505,,
2014-08-31,,,0.179603420212766
2014-09-02,194978.303194365,,
2014-09-04,,,0.249913601265823
2014-09-06,229065.419137436,,
2014-09-08,,,0.296770298611111
2014-09-10,212703.603484762,,
2014-09-12,,,0.242384714285714
2014-09-14,252083.49301791,,
2014-09-16,,,0.29631265497076
2014-09-18,274326.15416655,,
2014-09-20,,,0.208401698863636
2014-09-22,232806.520022423,,
2014-09-24,,,0.285509256410256
2014-09-26,260177.353092678,,
2014-09-28,,,0.326988450381679
2014-09-30,261900.381921106,,
2014-10-02,,,0.301057364963504
2014-10-04,246393.122465251,,
2014-10-06,,,0.280036701863354
2014-10-08,225716.776524111,,
2014-10-10,,,0.285418858064516
2014-10-12,257517.457245351,,
2014-10-14,,,0.368183166666667
2014-10-16,260997.422883802,,
2014-10-18,,,0.225046048780488
2014-10-20,240117.629053098,,
2014-10-22,,,0.289547408805031
2014-10-24,291583.508500603,,
2014-10-26,,,0.333230024
2014-10-28,268328.382055769,,
2014-10-30,,,0.298692794117647
2014-11-01,286216.940859487,,
2014-11-03,,,0.303758355029586
2014-11-05,314993.428436733,,
2014-11-07,,,0.341336609271523
2014-11-09,273650.540954412,,
2014-11-11,,,0.385816310077519
2014-11-13,287431.503448519,,
2014-11-15,,,0.288056828571429
2014-11-17,299243.757014897,,
2014-11-19,,,0.338609872340425
2014-11-21,248412.346336535,,
2014-11-23,,,0.333664133802817
2014-11-25,256425.647831262,,
2014-11-27,,,0.346226127659574
2014-11-29,302502.131425942,,
2014-12-01,,,0.415372569230769
2014-12-03,242402.37021549,,
2014-12-05,,,0.324024288461539
2014-12-07,242631.420394883,,
2014-12-09,,,0.359033640845071
2014-12-11,288373.409485721,,
2014-12-13,,,0.284367054794521
2014-12-15,304283.666560796,,
2014-12-17,,,0.461817046875
2014-12-19,243219.983474761,,
2014-12-21,,,0.352554742424242
2014-12-23,317755.139700897,,
2014-12-25,,,0.235349867088608
2014-12-27,313832.236741627,,
2014-12-29,,,0.284166323170732
2014-12-31,313142.288941348,,
2015-01-02,,,0.265137327272727
2015-01-04,335365.290092025,,
2015-01-06,,,0.314165835443038
2015-01-08,272736.832303755,,
2015-01-10,,,0.398392299319728
2015-01-12,358478.281006871,,
2015-01-14,,,0.420506703448276
2015-01-16,325690.633353804,,
2015-01-18,,,0.320820019607843
2015-01-20,262301.18122454,,
2015-01-22,,,0.396514237037037
2015-01-24,264487.024401411,,
2015-01-26,,,0.491455637795276
2015-01-28,324166.338971824,,
2015-01-30,,,0.312746920289855
2015-02-01,348786.567248165,,
2015-02-03,,,0.404064700787402
2015-02-05,301597.796385178,,
2015-02-07,,,0.28494558490566
2015-02-09,342533.060667745,,
2015-02-11,,,0.347811962025317
2015-02-13,309384.699957963,,
2015-02-15,,,0.468847492857143
2015-02-17,342533.060667745,,
2015-02-19,,,0.315926873493976
2015-02-21,304964.918529992,,
2015-02-23,,,0.404722028169014
2015-02-25,362028.097735547,,
2015-02-27,,,0.375608782894737
2015-03-01,348103.940130333,,
2015-03-03,,,0.40633882278481
2015-03-05,264558.994499053,,
2015-03-07,,,0.387500642857143
2015-03-09,311208.023870146,,
2015-03-11,,,0.407319136363636
2015-03-13,327711.479681442,,
2015-03-15,,,0.35026772027972
2015-03-17,337142.025859325,,
2015-03-19,,,0.457138248175183
2015-03-21,337142.025859325,,
2015-03-23,,,0.416135572413793
2015-03-25,385508.770219478,,
2015-03-27,,,0.301105421052632
2015-03-29,350673.640380369,,
2015-03-31,,,0.40042098
2015-04-02,341384.272423273,,
2015-04-04,,,0.340018366013072
2015-04-06,317081.150318859,,
2015-04-08,,,0.4623826
2015-04-10,349035.064692078,,
2015-04-12,,,0.3713127578125
2015-04-14,388362.959305269,,
2015-04-16,,,0.365163869565217
2015-04-18,326913.123972157,,
2015-04-20,,,0.392346116883117
2015-04-22,338442.961883245,,
2015-04-24,,,0.493347112903226
2015-04-26,352643.365878346,,
2015-04-28,,,0.386087516339869
2015-04-30,314775.62189141,,
2015-05-02,,,0.371399931972789
2015-05-04,312624.333322854,,
2015-05-06,,,0.363293552795031
2015-05-08,350518.191907442,,
2015-05-10,,,0.422314527131783
2015-05-12,374201.85352281,,
2015-05-14,,,0.339278603896104
2015-05-16,303150.868676707,,
2015-05-18,,,0.375255131944444
2015-05-20,344525.13582465,,
2015-05-22,,,0.412173108695652
2015-05-24,342098.902473773,,
2015-05-26,,,0.419110611111111
2015-05-28,320262.802315872,,
2015-05-30,,,0.480064867647059
2015-06-01,332393.969070261,,
2015-06-03,,,0.471853915492958
2015-06-05,335928.179909096,,
2015-06-07,,,0.356153362416107
2015-06-09,383242.008065307,,
2015-06-11,,,0.459191703703704
2015-06-13,373779.242434065,,
2015-06-15,,,0.512932125
2015-06-17,350771.513242293,,
2015-06-19,,,0.51590868707483
2015-06-21,301367.074757463,,
2015-06-23,,,0.521622671428571
2015-06-25,395235.50787864,,
2015-06-27,,,0.485407666666667
2015-06-29,336442.885099528,,
2015-07-01,,,0.634471488888889
2015-07-03,397837.572161486,,
2015-07-05,,,0.442218161971831
2015-07-07,363456.547406789,,
2015-07-09,,,0.744732984962406
2015-07-11,356089.184959354,,
2015-07-13,,,0.717927831081081
2015-07-15,391009.070859764,,
2015-07-17,,,0.676601986394558
2015-07-19,363079.851512638,,
2015-07-21,,,0.535469598425197
2015-07-23,378313.971156525,,
2015-07-25,,,0.354706220779221
2015-07-27,402809.137596422,,
2015-07-29,,,0.84022434868421
2015-07-31,361228.839521953,,
2015-08-02,,,0.428181695364238
2015-08-04,374222.682670224,,
2015-08-06,,,0.785166552447552
2015-08-08,411296.569970398,,
2015-08-10,,,0.450405820359281
2015-08-12,322225.975199739,,
2015-08-14,,,0.433368661971831
2015-08-16,385099.336214322,,
2015-08-18,,,0.479367432624114
2015-08-20,406057.123219183,,
2015-08-22,,,0.378241829113924
2015-08-24,423446.540478744,,
2015-08-26,,,0.384749552795031
2015-08-28,401869.646696388,,
2015-08-30,,,0.37210688
2015-09-01,409960.981864772,,
2015-09-03,,,0.49469795890411
2015-09-05,427538.389387399,,
2015-09-07,,,0.477577611842106
2015-09-09,399224.588765717,,
2015-09-11,,,0.698082
2015-09-13,396393.208703549,,
2015-09-15,,,0.6977808625
2015-09-17,399224.588765717,,
2015-09-19,,,0.469263016
2015-09-21,389344.072709366,,
2015-09-23,,,0.459780791139241
2015-09-25,477831.361961494,,
2015-09-27,,,0.442061563758389
2015-09-29,510276.701353941,,
2015-10-01,,,0.457235711409396
2015-10-03,459502.348135243,,
2015-10-05,,,0.42325531372549
2015-10-07,408110.638146433,,
2015-10-09,,,0.595055674603174
2015-10-11,453456.264607148,,
2015-10-13,,,0.555196656934307
2015-10-15,493327.875053937,,
2015-10-17,,,0.599779544117647
2015-10-19,502407.529196034,,
2015-10-21,,,0.565292131944444
2015-10-23,466088.912627646,,
2015-10-25,,,0.527245761290322
2015-10-27,478195.118150442,,
2015-10-29,,,0.591662033112583
2015-10-31,470388.662470568,,
2015-11-02,,,0.625830352941176
2015-11-04,479672.649229855,,
2015-11-06,,,0.658056965517241
2015-11-08,433252.715433418,,
2015-11-10,,,0.606811767123288
2015-11-12,477906.839865056,,
2015-11-14,,,0.541817422535211
2015-11-16,576106.875453766,,
2015-11-18,,,0.598407764705883
2015-11-20,520460.188620164,,
2015-11-22,,,0.437165436046512
2015-11-24,549490.493161529,,
2015-11-26,,,0.536883829545455
2015-11-28,527800.078957785,,
2015-11-30,,,0.67251187654321
2015-12-02,531415.147991742,,
2015-12-04,,,0.588731830065359
2015-12-06,621791.873840678,,
2015-12-08,,,0.617037668571429
2015-12-10,770711.333847596,,
2015-12-12,,,0.689175024691358
2015-12-14,692067.320189678,,
2015-12-16,,,0.676312527607362
2015-12-18,629152.109263344,,
2015-12-20,,,0.600066496969697
2015-12-22,654995.565676021,,
2015-12-24,,,0.729631775362319
2015-12-26,864036.70365773,,
2015-12-28,,,0.656115867549669
2015-12-30,803647.041574125,,
2016-01-01,,,0.493407133333333
2016-01-03,769424.042921966,,
2016-01-05,,,0.641778949044586
2016-01-07,743604.444166195,,
2016-01-09,,,0.638665410596026
2016-01-11,877866.357696202,,
2016-01-13,,,0.676355655405405
2016-01-15,693089.355237507,,
2016-01-17,,,0.754065847682119
2016-01-19,839596.048214541,,
2016-01-21,,,0.840199291970803
2016-01-23,1008642.23241881,,
2016-01-25,,,0.719355969135802
2016-01-27,918901.018160999,,
2016-01-29,,,0.686997455621302
2016-01-31,1068073.26136895,,
2016-02-02,,,0.803890633333333
2016-02-04,1103874.59973886,,
2016-02-06,,,0.603149725
2016-02-08,1153414.86436954,,
2016-02-10,,,0.738433414634146
2016-02-12,1139086.72940843,,
2016-02-14,,,0.624711975903614
2016-02-16,1067446.05460287,,
2016-02-18,,,0.650894715976331
2016-02-20,1284099.85113956,,
2016-02-22,,,0.898240102362205
2016-02-24,999647.352469403,,
2016-02-26,,,0.76523495
2016-02-28,1210954.92291009,,
2016-03-01,,,0.905035893617022
2016-03-03,1080919.49494659,,
2016-03-05,,,0.7800372
2016-03-07,1220696.14747152,,
2016-03-09,,,0.744126720238095
2016-03-11,1283699.81959909,,
2016-03-13,,,0.637964842105263
2016-03-15,1197069.77042369,,
2016-03-17,,,0.74676190070922
2016-03-19,1110630.46003795,,
2016-03-21,,,0.754278784172662
2016-03-23,1242260.73678319,,
2016-03-25,,,0.624015465753425
2016-03-27,1258714.52137634,,
2016-03-29,,,0.836449363057325
2016-03-31,1028361.53707217,,
2016-04-02,,,0.798859208633093
2016-04-04,1360254.32899737,,
2016-04-06,,,0.706436834394904
2016-04-08,1169486.9535892,,
2016-04-10,,,0.553299502890174
2016-04-12,1260723.52443658,,
2016-04-14,,,0.71427231707317
2016-04-16,1270146.99973955,,
2016-04-18,,,0.837628746268657
2016-04-20,1465554.23046307,,
2016-04-22,,,0.774912097902098
2016-04-24,1172443.38437046,,
2016-04-26,,,0.813179688741722
2016-04-28,1207843.18309188,,
2016-04-30,,,0.757548506849315
2016-05-02,1394348.38048107,,
2016-05-04,,,0.70704945508982
2016-05-06,1438754.37985945,,
2016-05-08,,,0.578155071428571
2016-05-10,1403229.58035675,,
2016-05-12,,,0.779993971223021
2016-05-14,1390530.16700974,,
2016-05-16,,,0.906763574468085
2016-05-18,1487094.76194097,,
2016-05-20,,,0.781658288590604
2016-05-22,1776788.54673466,,
2016-05-24,,,0.849967387755102
2016-05-26,1357376.35658448,,
2016-05-28,,,0.863364751879699
2016-05-30,1436639.20952372,,
2016-06-01,,,0.839311594405594
2016-06-03,1406915.6396715,,
2016-06-05,,,0.61122574117647
2016-06-07,1406915.6396715,,
2016-06-09,,,0.720621090909091
2016-06-11,1520417.53468438,,
2016-06-13,,,0.915602751552796
2016-06-14,,22589818.0,
2016-06-15,1500925.00218843,,
2016-06-16,,25551503.5,
2016-06-17,,,0.930753738255034
2016-06-19,1725089.1258919,6162716.0,
2016-06-21,,3619952.5,0.914910006711409
2016-06-23,1457676.2183949,12277949.0,
2016-06-25,,,0.792597820987655
2016-06-26,,2134851.5,
2016-06-27,1530560.02931465,,
2016-06-28,,2207719.5,
2016-06-29,,,0.764559226027397
2016-06-30,,7214751.0,
2016-07-01,1634679.7592,,
2016-07-03,,1188862.5,0.614648811688312
2016-07-05,1538177.1269472,6076339.0,
2016-07-07,,1576056.5,0.821500401459854
2016-07-09,1580609.5994147,,
2016-07-10,,1940018.0,
2016-07-11,,,0.793286692307693
2016-07-12,,2304310.0,
2016-07-13,1379055.35519404,,
2016-07-14,,4852304.5,
2016-07-15,,,0.790217274074074
2016-07-16,,1916870.5,
2016-07-17,1580609.5994147,,
2016-07-19,,4459634.0,0.860789296875
2016-07-21,1411498.38259309,1364861.0,
2016-07-23,,1631622.5,0.826302038167939
2016-07-25,1400885.61279915,,
2016-07-26,,3964745.0,
2016-07-27,,,0.9217874453125
2016-07-28,,3795112.0,
2016-07-29,1560077.15970815,,
2016-07-30,,11084213.0,
2016-07-31,,,0.794571935064935
2016-08-02,1555605.72192362,3235004.0,
2016-08-04,,5447051.5,0.78074262745098
2016-08-06,1676039.71329835,3293745.0,
2016-08-08,,,0.839246162162162
2016-08-09,,2363252.5,
2016-08-10,1525497.22407993,,
2016-08-11,,4478649.5,
2016-08-12,,,0.80527422147651
2016-08-13,,3860981.5,
2016-08-14,1645931.21545466,,
2016-08-16,,12876721.0,0.920074866666667
2016-08-18,1664092.25424309,1358020.0,
2016-08-20,,3361344.0,0.714048735483871
2016-08-22,1718121.2235367,1230904.5,
2016-08-24,,,0.756289131578948
2016-08-25,,3802899.5,
2016-08-26,1426364.78935122,,
2016-08-27,,2384114.0,
2016-08-28,,,0.608527717105263
2016-08-29,,4007774.5,
2016-08-30,1810682.89469399,,
2016-09-01,,2602924.5,0.849244964285714
2016-09-03,1382703.30140268,5687730.5,
2016-09-05,,8988027.0,0.880298857142857
2016-09-07,1668023.03026355,,
2016-09-08,,5394425.5,
2016-09-09,,,0.813034105633803
2016-09-10,,1682283.5,
2016-09-11,1799709.05896857,,
2016-09-12,,2976132.0,
2016-09-13,,,0.780871266666667
2016-09-15,1728836.79695677,2383472.5,
2016-09-17,,2993432.0,0.754383938650307
2016-09-19,1493086.32464449,6804090.0,
2016-09-21,,,0.711351795180723
2016-09-22,,2372445.0,
2016-09-23,1526764.96354624,,
2016-09-24,,1665647.5,
2016-09-25,,,0.570905935135135
2016-09-26,,7130582.5,
2016-09-27,2026558.28894994,,
2016-09-28,,2309016.5,
2016-09-29,,,0.832816377622378
2016-10-01,1882660.65896533,1859060.0,
2016-10-03,,2750562.0,0.863665266666667
2016-10-05,2002575.35061917,1795746.5,
2016-10-07,,,0.867495489510489
2016-10-08,,1930167.5,
2016-10-09,2056197.68456892,,
2016-10-10,,7304230.5,
2016-10-11,,,0.923088669064748
2016-10-12,,3348575.0,
2016-10-13,1644958.14765514,,
2016-10-15,,3429364.0,0.781651549295775
2016-10-17,1606404.44106947,8475295.5,
2016-10-19,,7337794.0,0.807401744
2016-10-21,2107602.62668314,,
2016-10-22,,1532296.0,
2016-10-23,,,0.792336895833334
2016-10-24,,2969531.5,
2016-10-25,1752432.967869,,
2016-10-26,,26716712.0,
2016-10-27,,,0.977625672839506
2016-10-29,1878507.28210418,2721114.0,
2016-10-31,,5808198.5,0.810984272108844
2016-11-02,1676788.3793279,7156003.5,
2016-11-04,,6588638.0,0.956108198275862
2016-11-06,1949214.67726041,,
2016-11-07,,2732404.5,
2016-11-08,,,0.866265940828403
2016-11-09,,4791015.0,
2016-11-10,2126416.01155681,,
2016-11-11,,1808964.0,
2016-11-12,,,0.710403196428572
2016-11-14,2177044.96421293,2481998.5,
2016-11-16,,2253972.5,0.791348356725146
2016-11-18,2073243.13718006,5234318.5,
2016-11-20,,,0.902306234375
2016-11-21,,8360837.5,
2016-11-22,1877125.54312249,,
2016-11-23,,28213772.5,
2016-11-24,,,0.951714067901234
2016-11-25,,29066639.5,
2016-11-26,2157293.53463331,,
2016-11-28,,8054949.5,0.909111365853658
2016-11-30,1989192.73972682,6444716.0,
2016-12-02,,26733073.0,0.976568783216783
2016-12-04,2109770.13119712,,
2016-12-05,,8796683.5,
2016-12-06,,,0.962761093333333
2016-12-07,,3865779.5,
2016-12-08,2238066.96349964,,
2016-12-09,,7474345.5,
2016-12-10,,,0.898481719696969
2016-12-11,,2637766.0,
2016-12-12,2223811.75991047,,
2016-12-14,,5178808.0,0.901627870503597
2016-12-16,2050571.62855749,9726481.5,
2016-12-18,,11639659.5,0.861416375886525
2016-12-20,2127660.78752582,,
2016-12-21,,7246806.5,
2016-12-22,,,0.919836194968553
2016-12-23,,7271978.0,
2016-12-24,2112242.95573216,,
2016-12-25,,2893375.5,
2016-12-26,,,0.855863281690141
2016-12-28,2589949.6705277,2900284.0,
2016-12-30,,5094154.5,0.871707828025477
2017-01-01,2463610.66220928,2343554.0,
2017-01-03,,,0.906573518292683
2017-01-04,,5225266.5,
2017-01-05,2210932.64557243,,
2017-01-06,,22485601.0,
2017-01-07,,,0.987245739130435
2017-01-08,,10401889.0,
2017-01-09,2147763.14141322,,
2017-01-11,,10195638.0,0.923016352941176
2017-01-13,2528855.36111398,2918172.0,
2017-01-15,,3760517.5,0.677067658682635
2017-01-17,2646087.06659608,4265504.0,
2017-01-19,,,0.83436874137931
2017-01-20,,2909749.5,
2017-01-21,3031276.95603728,,
2017-01-22,,1324331.5,
2017-01-23,,,0.908683579710145
2017-01-24,,32374783.5,
2017-01-25,2930146.45884887,,
2017-01-27,,3870674.0,0.837679805882353
2017-01-29,3262229.72418507,2061119.5,
2017-01-31,,37808850.0,0.959546324137931
2017-02-02,3066886.62692848,,
2017-02-03,,35521657.0,
2017-02-04,,,0.952156423611111
2017-02-05,,20682422.5,
2017-02-06,2623276.58868094,,
2017-02-07,,45103274.0,
2017-02-08,,,0.961128719178082
2017-02-10,3105959.48099823,27146074.0,
2017-02-12,,5685797.5,0.872459214285714
2017-02-14,3546669.94789663,11633496.5,
2017-02-16,,,0.973947523178808
2017-02-17,,21883608.5,
2017-02-18,3330515.74407375,,
2017-02-19,,8796994.0,
2017-02-20,,,0.951329385135135
2017-02-21,,40049217.5,
2017-02-22,3045669.00280428,,
2017-02-23,,57311999.5,
2017-02-24,,,0.971179024539877
2017-02-26,3900209.22661268,23570276.5,
2017-02-28,,33262663.0,0.968234019607843
2017-03-02,3440072.18302354,64376823.0,
2017-03-04,,,0.985903795454546
2017-03-05,,51634725.0,
2017-03-06,3252505.60193699,,
2017-03-07,,58248014.5,
2017-03-08,,,0.979427084507042
2017-03-09,,53260061.0,
2017-03-10,3573175.16832514,,
2017-03-12,,40385442.0,0.960146464516129
2017-03-14,3573175.16832514,23320673.5,
2017-03-16,,34172095.0,0.988260130718954
2017-03-18,3712647.13922469,,
2017-03-19,,14701075.0,
2017-03-20,,,0.977387352941177
2017-03-21,,4298504.0,
2017-03-22,3807236.87525589,,
2017-03-23,,13496222.0,
2017-03-24,,,0.869937534090908
2017-03-26,3925474.04529489,1269928.5,
2017-03-28,,9666115.5,0.985683722580645
2017-03-30,4073274.03319987,6920302.0,
2017-04-01,,10095935.5,0.967154984848485
2017-04-03,4371318.47465352,,
2017-04-04,,11837055.0,
2017-04-05,,,0.966858444444444
2017-04-06,,16350214.5,
2017-04-07,4023599.95962426,,
2017-04-08,,19483043.0,
2017-04-09,,,0.925461893081761
2017-04-11,4147785.14356328,950391.0,
2017-04-13,,25207127.5,0.972980299212598
2017-04-15,3909321.04724491,16817866.0,
2017-04-17,,,0.930786485507246
2017-04-18,,13287270.5,
2017-04-19,3702204.70037101,,
2017-04-20,,20570125.0,
2017-04-21,,,0.975939323353292
2017-04-22,,30945675.5,
2017-04-23,3961100.13396339,,
2017-04-25,,32341312.0,0.966010324324325
2017-04-27,3814281.63369607,25926570.5,
2017-04-29,,24297265.0,0.971570312138729
2017-05-01,3892124.1160164,,
2017-05-02,,20056818.5,
2017-05-03,,,0.995290871212121
2017-05-04,,55997029.5,
2017-05-05,3347226.73977411,,
2017-05-06,,63135247.0,
2017-05-07,,,0.964836443113773
2017-05-08,,55704229.0,
2017-05-09,4021861.58655028,,
2017-05-11,,99158365.5,0.961242696296296
2017-05-13,4398136.0431084,101271769.0,
2017-05-15,,102671027.0,0.970711982352941
2017-05-17,4314627.13089748,,
2017-05-18,,98457096.0,
2017-05-19,,,0.971260817073171
2017-05-20,,94221464.5,
2017-05-21,4091936.69833503,,
2017-05-22,,110639094.0,
