Date,Open,High,Low,Close,Volume,Price,price_change_pct,high_low_range,body_ratio,upper_shadow,lower_shadow,volume_spike,volume_trend,buy_sell_ratio,trade_intensity,sma_50,sma_200,sma_ratio,roc_7d,momentum_oscillator,rolling_std,higher_highs,lower_lows
2018-07-19,7381.88,7576.28,7270.0,7466.21,41218.256437,7466.21,0.0114211788292988,306.27999999999975,0.275336203690674,110.06999999999972,111.88000000000012,1.251724496974573,0.3165969167274161,0.5503133399307757,5.715840983922109,6729.544599999999,8857.358,0.7597688299403859,0.1944846629987346,0.143510690436807,0.0301156815478948,0,0
2018-07-20,7468.86,7700.0,7273.0,7337.53,46140.313447,7337.53,-0.0172349826752797,427.0,0.307564330781187,231.14000000000036,64.52999999999975,1.383923851416382,0.7493741952631476,0.5202952207411015,5.448402506929761,6726.595,8827.145649999999,0.7620351119726331,0.1806979404850215,0.1101020003691499,0.0302573829339687,1,0
2018-07-21,7337.47,7458.47,7211.0,7398.78,28886.490291,7398.78,0.0083474956831521,247.47000000000023,0.2477471015690357,59.69000000000051,126.47000000000024,0.8646996144440545,0.6243813381976062,0.5686873808359283,5.708585493354959,6724.1504,8790.764,0.7649107999610637,0.1834279965259062,0.0949832617530317,0.0301125249316939,0,1
2018-07-22,7399.25,7582.4,7335.5,7394.79,30270.21844,7394.79,-0.0005392780971997,246.89999999999964,0.0180639862033269,183.14999999999964,59.28999999999997,0.9142767594754392,0.3172870805189161,0.5644742296597901,4.780639419856662,6719.2456,8753.140399999998,0.7676382665170292,0.1639821124160043,0.1017103440056017,0.0291575341855462,1,0
2018-07-23,7394.78,7833.0,7375.0,7721.01,41646.346671,7721.01,0.0441148430178544,458.0,0.7122924208968524,111.98999999999978,19.779999999999745,1.2522278002406424,0.1502965906768933,0.5464212755834377,5.277197570497077,6719.3806,8716.44775,0.7708851949363755,0.1483873366699635,0.1589418983746915,0.0298913766564867,1,0
2018-07-24,7721.65,8486.0,7696.0,8397.24,60121.163749,8397.24,0.0875831011745871,790.0,0.8551771069396069,88.76000000000022,25.64999999999964,1.713572905359178,0.1538369666318386,0.5485673631973206,5.42785566858962,6737.5854,8673.632,0.7767893913784977,0.1475652687278612,0.3335493122817382,0.0346884409871573,1,0
2018-07-25,8397.24,8491.77,8050.0,8175.64,48257.649124,8175.64,-0.0263896232571654,441.7700000000005,0.501618375711709,94.53000000000064,125.64000000000031,1.3500700768782592,-0.1887786046767666,0.5273320796849762,5.7593978254078415,6748.5982,8629.16125,0.7820688391694057,0.1075251628984408,0.2818360413103024,0.0354789713373386,1,0
2018-07-26,8175.63,8315.69,7850.06,7920.0,43223.481682,7920.0,-0.0312685000807276,465.6300000000001,0.5489980136593404,140.0600000000004,69.9399999999996,1.18628925047464,0.0486489584552145,0.5174732361406971,5.45261488162083,6753.8214,8588.0111,0.7864243819337358,0.0607791637256385,0.2670844418988989,0.0367664819275935,0,1
2018-07-27,7920.0,8285.0,7805.0,8188.57,43671.005891,8188.57,0.0339103535353535,480.0,0.5595207167665167,96.43000000000028,115.0,1.167192301174529,-0.0535173554647915,0.5305335838559525,5.20704744119848,6763.771199999999,8554.44125,0.7906736306047618,0.1159845343051408,0.3176406412672156,0.0370666968946422,0,1
2018-07-28,8188.57,8246.54,8067.0,8225.04,26215.173839,8225.04,0.0044537690952146,179.54000000000087,0.2031301085384322,21.5,121.56999999999972,0.6991636894530816,-0.0924763245755849,0.5331533836671217,5.499486684142119,6776.203200000001,8523.56645,0.7949962213880997,0.1116751680682492,0.3155875169346082,0.0368824946179475,0,0
2018-07-29,8225.04,8294.51,8115.0,8211.0,25531.226185,8211.0,-0.0017069825800239,179.51000000000022,0.0782128693594447,69.46999999999935,96.0,0.6820151169001699,-0.1565562622018528,0.5572273321379165,5.653116634072401,6790.5886,8490.086,0.7998256460555802,0.110376359572077,0.2924582205914991,0.0367547888920354,1,0
