Date,Open,High,Low,Close,Volume,Price,price_change_pct,high_low_range,body_ratio,upper_shadow,lower_shadow,volume_spike,volume_trend,buy_sell_ratio,trade_intensity,sma_50,sma_200,sma_ratio,roc_7d,momentum_oscillator,rolling_std,higher_highs,lower_lows
2018-07-19,7381.88,7576.28,7270.0,7466.21,41218.256437000004,7466.21,0.011421178829298828,306.27999999999975,0.275336203690674,110.06999999999971,111.88000000000011,1.2517244969745733,0.3165969167274161,0.5503133399307757,5.715840983922109,6729.544599999999,8857.358,0.7597688299403859,0.19448466299873468,0.143510690436807,0.03011568154789481,0,0
2018-07-20,7468.86,7700.0,7273.0,7337.53,46140.313447,7337.53,-0.017234982675279786,427.0,0.307564330781187,231.14000000000033,64.52999999999975,1.3839238514163819,0.7493741952631476,0.5202952207411015,5.448402506929761,6726.595,8827.145649999999,0.7620351119726331,0.18069794048502152,0.11010200036914997,0.030257382933968763,1,0
2018-07-21,7337.47,7458.47,7211.0,7398.78,28886.490291,7398.78,0.008347495683152184,247.47000000000025,0.24774710156903573,59.69000000000051,126.47000000000025,0.8646996144440545,0.6243813381976062,0.5686873808359283,5.708585493354959,6724.1503999999995,8790.764,0.7649107999610637,0.18342799652590625,0.09498326175303172,0.03011252493169396,0,1
2018-07-22,7399.25,7582.4,7335.5,7394.79,30270.21844,7394.79,-0.0005392780971997801,246.89999999999964,0.018063986203326943,183.14999999999964,59.289999999999964,0.9142767594754391,0.3172870805189161,0.5644742296597901,4.780639419856662,6719.2456,8753.140399999998,0.7676382665170292,0.16398211241600436,0.10171034400560176,0.029157534185546237,1,0
2018-07-23,7394.78,7833.0,7375.0,7721.01,41646.346671,7721.01,0.0441148430178544,458.0,0.7122924208968524,111.98999999999978,19.779999999999745,1.2522278002406424,0.15029659067689338,0.5464212755834377,5.277197570497077,6719.3806,8716.44775,0.7708851949363755,0.1483873366699635,0.15894189837469158,0.02989137665648675,1,0
2018-07-24,7721.65,8486.0,7696.0,8397.24,60121.163749,8397.24,0.08758310117458712,790.0,0.8551771069396069,88.76000000000022,25.649999999999636,1.713572905359178,0.15383696663183866,0.5485673631973206,5.42785566858962,6737.5854,8673.632,0.7767893913784977,0.14756526872786124,0.3335493122817382,0.034688440987157364,1,0
2018-07-25,8397.24,8491.77,8050.0,8175.64,48257.649124,8175.64,-0.02638962325716543,441.77000000000044,0.501618375711709,94.53000000000065,125.64000000000033,1.3500700768782592,-0.18877860467676666,0.5273320796849762,5.7593978254078415,6748.5982,8629.16125,0.7820688391694057,0.10752516289844083,0.28183604131030243,0.03547897133733869,1,0
2018-07-26,8175.63,8315.69,7850.06,7920.0,43223.481682,7920.0,-0.03126850008072768,465.6300000000001,0.5489980136593404,140.0600000000004,69.9399999999996,1.18628925047464,0.04864895845521455,0.5174732361406971,5.45261488162083,6753.8214,8588.0111,0.7864243819337358,0.06077916372563852,0.2670844418988989,0.03676648192759351,0,1
2018-07-27,7920.0,8285.0,7805.0,8188.57,43671.005891,8188.57,0.03391035353535354,480.0,0.5595207167665167,96.43000000000029,115.0,1.1671923011745293,-0.05351735546479153,0.5305335838559525,5.20704744119848,6763.771199999999,8554.44125,0.7906736306047618,0.11598453430514089,0.3176406412672156,0.03706669689464222,0,1
2018-07-28,8188.57,8246.54,8067.0,8225.04,26215.173839,8225.04,0.004453769095214666,179.54000000000087,0.20313010853843227,21.5,121.56999999999971,0.6991636894530816,-0.09247632457558497,0.5331533836671217,5.499486684142119,6776.203200000001,8523.56645,0.7949962213880997,0.11167516806824929,0.3155875169346082,0.03688249461794754,0,0
2018-07-29,8225.04,8294.51,8115.0,8211.0,25531.226185,8211.0,-0.0017069825800239968,179.51000000000022,0.07821286935944471,69.46999999999935,96.0,0.6820151169001699,-0.1565562622018528,0.5572273321379165,5.653116634072401,6790.5886,8490.086,0.7998256460555802,0.11037635957207703,0.2924582205914991,0.0367547888920354,1,0
2018-07-30,8210.99,8273.0,7866.0,8173.92,39692.416542,8173.92,-0.0045158933138472745,407.0,0.09108105870244187,62.01000000000022,307.9200000000001,1.058702354244635,-0.04691720367300789,0.5209080680444602,5.212859722455395,6818.767199999999,8464.761700000001,0.8055474402126708,0.058659424090889534,0.21575107647229427,0.03358893432604876,0,1
2018-07-31,8171.4,8180.0,7633.0,7730.93,48296.915587,7730.93,-0.05419553898251994,547.0,0.8052466535198063,8.600000000000364,97.93000000000029,1.2554225979981763,-0.1966736407725752,0.5025825054400642,4.951289261404466,6835.9457999999995,8434.7163,0.8104535441167886,-0.07934869076029738,0.056507467092316535,0.036859091072706844,0,1
2018-08-01,7735.67,7750.0,7430.0,7604.58,42582.312932,7604.58,-0.016343441215998622,320.0,0.4096561219824624,14.329999999999927,174.57999999999993,1.0908912206523802,-0.11760490398976942,0.5203988238343755,4.884845025766566,6857.4374,8401.689199999999,0.8161974521004962,-0.06984896595251266,0.030165675503596674,0.03671010641387464,0,1
2018-08-02,7600.08,7709.46,7455.72,7525.71,37665.696684,7525.71,-0.010371381456964035,253.73999999999978,0.2930951788857967,109.38000000000011,69.98999999999978,0.9511793010349032,-0.12858253851203483,0.5632933925972848,4.662783779287592,6882.096000000001,8371.9428,0.8220428737037853,-0.04978409090909086,0.007969237404251957,0.03683174128154181,0,0
2018-08-03,7525.71,7540.0,7282.44,7418.78,44669.486047,7418.78,-0.014208626162847127,257.5600000000004,0.41516523716212306,14.289999999999964,136.34000000000015,1.091009362455341,0.02286368577110731,0.5237813069531212,5.075657222782425,6897.7519999999995,8341.33705,0.8269360027007181,-0.09400786706347997,0.011073208559283574,0.037229489681238924,0,1
2018-08-04,7412.27,7494.81,6926.0,7009.84,36288.42601,7009.84,-0.05512227077767495,568.8100000000004,0.7074944695953888,82.53999999999996,83.84000000000015,0.8721349884183757,0.38425273213386624,0.48970311090739116,5.493073725373536,6910.170800000001,8321.88625,0.8303611115765841,-0.1477439623393929,-0.0525681260964645,0.03985130398169998,0,1
2018-08-05,7009.84,7089.87,6882.29,7024.19,32894.849782,7024.19,0.0020471223308948794,207.57999999999993,0.06912994068313609,65.68000000000029,127.55000000000018,0.7937328683154197,0.2884163707470597,0.5574111572715644,4.519187670205645,6920.975,8302.06325,0.8336451684628499,-0.1445390330045062,-0.05011636571153479,0.037877984791948795,0,1
2018-08-06,7024.19,7160.0,6821.0,6934.82,32760.191643,6934.82,-0.01272317519884858,339.0,0.26362824081762776,135.8100000000004,113.81999999999971,0.8093739828417389,-0.17464859796744192,0.5337621865334881,5.414437173979638,6930.6792,8281.9275,0.8368437318867652,-0.15159189226221936,-0.10182476126827973,0.03218442787623239,1,1
2018-08-07,6935.0,7150.46,6670.0,6720.06,45438.473501,6720.06,-0.03096835966903244,480.46000000000004,0.4473628507341184,215.46000000000004,50.0600000000004,1.1424307136582337,-0.05918477507846076,0.5284661864493515,5.440367609411942,6930.8312,8258.152900000001,0.8392713479636427,-0.13075658426605852,-0.19972991125655565,0.032693540519323466,0,1
